,codeCompagnie,NbrSinistre,typeIntermediaire,VolontaireAccidents,CountSinisterAdvr,naturePolice,Etat_Police,vehicule_id,assure_id,classeBonusMalus,CONTRAT_EN_COURS,puissanceFiscal,energie,etatVehicule,libUsage,identificationTiers,pourcentadeDeResponsabilite,porcentageCompagnieAdverse,natureDuSinistre,annee_dateOuvertureDuSinistre,Duree,Fraud,annee_effet_police,mois_effet_police,jour_effet_police,annee_date_Calcule,mois_date_Calcule,jour_date_Calcule,mois_dateOuvertureDuSinistre,jour_dateOuvertureDuSinistre,mois_dateEcheancePolice,jour_dateEcheancePolice
6616,1,1,1,1.0,1,0,2,235829,225552,4,1,12,3,1,13,3,100,0,1,2016,1093,0,2016,3,3,2019,3,1,12,27,3,3
6617,1,1,1,1.0,1,0,2,236268,225968,5,1,4,2,1,8,3,100,0,1,2016,1092,0,2016,3,4,2019,3,1,10,28,3,4
6618,1,1,1,1.0,354,0,2,237168,226819,5,1,5,2,1,8,3,100,0,1,2017,2550,1,2012,3,7,2019,3,1,2,10,3,7
6619,2,1,1,1.0,1,0,2,237228,226888,6,0,5,2,1,8,0,100,0,1,2017,1810,0,2014,6,17,2019,6,1,5,5,6,17
6620,2,1,1,1.0,1,0,2,237330,227008,4,0,10,3,1,13,0,0,0,1,2017,1803,0,2014,6,24,2019,6,1,10,19,6,24
6621,2,1,2,1.0,1,0,2,237425,227126,11,0,4,2,1,8,0,100,0,1,2017,1825,0,2014,7,2,2019,7,1,6,22,7,2
6622,2,1,1,1.0,1,0,2,45077,175364,4,0,5,2,1,8,0,100,0,1,2017,1817,0,2014,6,10,2019,6,1,3,14,6,10
6623,2,2,1,2.0,1,0,2,45077,175364,4,0,5,2,1,8,0,100,0,1,2017,1817,1,2014,6,10,2019,6,1,9,25,6,10
6624,2,1,3,1.0,1,0,2,237516,227230,1,0,8,3,1,13,0,0,0,1,2017,1816,0,2014,7,11,2019,7,1,2,27,7,11
6625,2,1,1,1.0,1,0,2,237551,227272,4,0,4,2,1,8,0,100,0,1,2017,1813,0,2014,7,14,2019,7,1,2,1,7,14
6626,2,1,1,1.0,1,0,2,1707862,227334,7,0,6,2,1,8,0,100,0,1,2018,2328,0,2014,7,18,2020,12,1,1,18,1,5
6627,2,1,1,1.0,1,0,2,237616,227363,3,0,5,2,1,4,0,0,0,1,2018,1817,0,2014,5,10,2019,5,1,2,27,5,10
6628,2,1,2,1.0,1,0,2,237629,227380,4,0,5,2,1,8,0,100,0,1,2017,2323,0,2014,7,23,2020,12,1,1,31,1,5
6629,2,1,1,1.0,1,0,2,237717,227496,3,0,8,3,1,8,0,100,0,1,2017,1796,0,2014,7,31,2019,7,1,4,7,7,31
6630,2,1,1,1.0,1,0,2,237795,227586,2,1,5,2,1,8,0,100,0,1,2018,1096,0,2014,8,8,2017,8,8,1,9,8,8
6631,2,1,1,1.0,1,0,2,9930,227601,2,1,7,2,1,8,0,100,0,1,2017,1819,0,2014,8,8,2019,8,1,4,14,8,8
6632,1,1,1,1.0,1,0,2,238779,228534,5,1,9,3,1,13,3,100,0,1,2017,1453,0,2015,3,9,2019,3,1,1,2,3,9
6633,1,1,1,1.0,1,0,2,156850,228558,4,1,8,3,1,13,3,100,0,1,2016,1087,0,2016,3,9,2019,3,1,12,28,3,9
6634,2,1,1,1.0,1,0,2,11326,155493,7,0,17,3,1,13,0,100,0,1,2017,1027,0,2015,9,8,2018,7,1,3,31,9,8
6635,2,2,1,2.0,1,0,2,11326,155493,7,0,17,3,1,13,0,100,0,1,2017,1027,1,2015,9,8,2018,7,1,5,15,9,8
6636,2,3,1,3.0,1,0,2,11326,155493,7,0,17,3,1,13,0,100,0,1,2017,1027,1,2015,9,8,2018,7,1,10,30,9,8
6637,2,1,1,1.0,355,0,2,263931,178038,7,1,7,2,1,8,0,100,0,1,2017,1447,1,2015,9,15,2019,9,1,1,3,9,15
6638,2,2,1,2.0,1,0,2,263931,178038,7,1,7,2,1,8,0,100,0,1,2017,1447,1,2015,9,15,2019,9,1,1,19,9,15
6639,2,3,1,3.0,1,0,2,263931,178038,7,1,7,2,1,8,0,100,0,1,2017,1447,1,2015,9,15,2019,9,1,5,22,9,15
6640,2,1,1,1.0,1,0,2,263988,250915,1,0,8,3,1,13,0,0,0,1,2017,1443,0,2015,9,19,2019,9,1,12,22,9,19
6641,2,1,1,1.0,1,0,2,264013,250946,8,0,6,3,1,8,0,100,0,1,2017,1440,0,2015,9,22,2019,9,1,3,13,9,22
6642,2,1,1,1.0,1,0,2,264036,250976,11,0,5,2,1,8,0,100,0,1,2018,1440,0,2015,9,22,2019,9,1,1,8,9,22
6643,2,1,1,1.0,356,0,2,264148,81419,3,1,8,3,1,13,0,100,0,1,2017,1431,1,2015,10,1,2019,9,1,6,20,10,1
6644,2,1,1,1.0,1,0,2,264162,251130,4,0,4,3,1,8,0,0,0,1,2017,1034,0,2015,10,2,2018,8,1,4,10,10,2
6645,2,2,1,2.0,1,0,2,264162,251130,4,0,4,3,1,8,0,0,0,1,2017,1034,1,2015,10,2,2018,8,1,8,31,10,2
6646,1,1,1,1.0,1,0,2,503529,478218,4,1,6,2,1,8,3,100,0,1,2017,1070,0,2016,4,26,2019,4,1,2,28,4,26
6647,1,1,1,1.0,1,0,2,504010,478712,1,0,5,2,1,8,3,100,0,1,2017,5107,0,2005,10,7,2019,10,1,5,18,10,7
6648,1,1,1,1.0,1,0,2,504101,478790,3,1,7,2,1,8,3,100,0,1,2017,2557,0,2010,10,27,2017,10,27,4,24,10,27
6649,1,2,1,2.0,1,0,2,504101,478790,3,1,7,2,1,8,3,100,0,1,2017,2557,1,2010,10,27,2017,10,27,6,9,10,27
6650,1,1,1,1.0,1,0,0,504279,478944,8,1,5,2,1,8,3,100,0,1,2016,731,0,2015,10,27,2017,10,27,12,27,10,27
6651,1,1,2,1.0,1,0,2,504337,318988,7,1,5,2,1,8,3,100,0,1,2017,365,0,2016,4,27,2017,4,27,2,10,4,27
6652,2,1,1,1.0,1,0,2,43618,180640,3,0,7,2,1,8,0,100,0,1,2018,2545,0,2012,4,12,2019,4,1,1,8,4,25
6653,2,1,1,1.0,1,0,2,212683,167074,5,0,10,2,1,8,0,100,0,1,2017,2538,0,2012,4,19,2019,4,1,12,22,4,19
6654,2,1,1,1.0,1,0,2,1000670,199706,4,0,6,3,1,8,0,100,0,1,2018,2533,0,2012,4,24,2019,4,1,1,30,4,24
6655,9,1,1,1.0,1,0,2,280692,56393,4,1,6,2,1,8,2,0,0,1,2017,1037,0,2016,12,29,2019,11,1,8,15,12,29
6656,9,1,3,1.0,1,0,2,281171,275051,8,1,5,2,1,8,2,50,0,1,2017,1057,0,2016,12,9,2019,11,1,9,22,12,9
6657,9,1,1,1.0,1,0,2,282004,275784,2,1,6,2,1,8,2,100,0,1,2017,664,0,2016,10,6,2018,8,1,4,24,10,6
6658,9,1,1,1.0,1,0,2,282200,275963,9,1,5,2,1,8,2,100,0,1,2018,1081,0,2016,10,15,2019,10,1,2,27,10,15
6659,9,1,1,1.0,1,0,2,282379,276115,9,1,5,2,1,8,2,100,0,1,2017,1076,0,2016,10,20,2019,10,1,12,29,10,20
6660,9,1,1,1.0,1,0,0,282842,132241,6,1,7,2,1,8,2,0,0,1,2017,1782,0,2012,4,24,2017,3,11,5,5,4,24
6661,9,1,3,1.0,1,0,2,283680,277271,6,1,7,3,1,13,2,100,0,1,2017,2544,0,2012,4,13,2019,4,1,5,17,4,13
6662,9,1,1,1.0,1,0,2,283686,241466,4,1,4,2,1,8,2,0,0,1,2017,710,0,2017,3,21,2019,3,1,5,15,3,21
6663,9,1,1,1.0,1,0,2,284768,278186,3,1,6,2,1,8,2,0,0,1,2017,1089,0,2016,9,7,2019,9,1,10,3,9,7
6664,9,1,2,1.0,1,0,0,285016,278388,1,1,4,3,1,9,2,0,0,1,2017,1797,0,2012,8,6,2017,7,8,6,15,8,6
6665,9,1,1,1.0,1,0,2,285111,278460,3,1,6,3,1,13,2,100,0,1,2018,1789,0,2012,8,14,2017,7,8,1,10,8,14
6666,9,1,1,1.0,1,0,2,285406,278699,5,1,5,2,1,8,2,0,0,1,2017,2864,0,2011,12,29,2019,11,1,5,16,12,29
6667,9,1,2,1.0,1,0,2,285415,278708,3,1,5,2,1,8,2,0,0,1,2017,1818,0,2014,4,9,2019,4,1,10,25,4,9
6668,9,1,1,1.0,1,0,2,286119,279347,9,1,5,2,1,8,2,100,0,1,2017,714,0,2017,3,17,2019,3,1,4,24,3,17
6669,9,1,2,1.0,1,0,2,286269,279483,9,1,5,2,1,8,2,100,0,1,2017,730,0,2017,4,1,2019,4,1,4,17,4,1
6670,9,1,2,1.0,1,0,2,286683,279856,1,1,6,3,1,8,2,0,0,1,2017,3629,0,2009,10,24,2019,10,1,5,4,10,24
6671,9,1,1,1.0,1,0,2,286740,279913,4,1,5,2,1,8,2,0,0,1,2017,730,0,2017,4,1,2019,4,1,10,19,4,1
6672,2,1,1,1.0,1,0,2,235162,173954,4,1,5,2,1,8,0,0,0,1,2017,365,0,2017,4,12,2018,4,12,7,27,4,12
6673,2,1,1,1.0,1,0,2,50100,280160,4,0,5,2,1,8,0,0,0,1,2018,712,0,2017,4,19,2019,4,1,2,22,4,19
6674,2,1,1,1.0,1,0,2,13457,280455,9,0,5,2,1,8,0,100,0,1,2017,461,0,2017,4,27,2018,8,1,12,12,10,25
6675,2,1,1,1.0,1,0,2,50311,280633,4,1,5,2,1,8,0,100,0,1,2017,365,0,2017,5,3,2018,5,3,8,29,5,3
6676,2,1,1,1.0,1,0,2,50377,280794,6,0,8,3,1,13,0,100,0,1,2017,723,0,2017,5,8,2019,5,1,6,14,5,8
6677,2,2,1,2.0,1,0,2,50377,280794,6,0,8,3,1,13,0,100,0,1,2017,723,1,2017,5,8,2019,5,1,8,12,5,8
6678,9,1,1,1.0,1,0,2,287457,281125,9,1,5,2,1,8,2,0,0,1,2017,302,0,2017,10,3,2018,8,1,12,6,10,3
6679,9,1,2,1.0,1,0,2,288046,281719,4,1,4,2,1,8,2,0,0,1,2017,727,0,2017,5,4,2019,5,1,8,15,5,4
6680,9,1,1,1.0,1,0,2,288338,281994,3,1,5,3,1,8,2,0,0,1,2017,713,0,2017,5,18,2019,5,1,6,6,5,18
6681,9,1,1,1.0,1,0,2,288372,282023,5,1,5,2,1,8,2,100,0,1,2017,1811,0,2014,8,16,2019,8,1,8,15,8,16
6682,9,1,3,1.0,1,0,2,288420,282069,3,0,9,3,1,8,2,0,0,1,2017,2186,0,2013,8,6,2019,8,1,6,19,8,6
6683,9,1,1,1.0,1,0,2,290404,283922,2,1,9,2,1,8,2,100,0,1,2017,690,0,2017,11,10,2019,10,1,12,25,11,10
6684,9,1,1,1.0,1,0,2,292540,285883,4,1,32,3,1,11,2,50,0,1,2017,727,0,2017,5,4,2019,5,1,10,31,5,4
6685,1,1,1,1.0,1,0,2,33404,31020,4,0,4,3,1,9,3,0,100,1,2017,1073,0,2016,6,23,2019,6,1,4,15,6,23
6686,1,1,1,1.0,1,0,2,33656,31267,3,0,5,2,1,9,3,100,0,1,2017,4375,0,2007,9,9,2019,9,1,6,23,9,9
6687,1,1,1,1.0,1,0,2,33799,31410,1,0,5,2,1,4,3,100,0,1,2016,4005,0,2008,9,13,2019,9,1,9,9,9,13
6688,1,1,1,1.0,1,0,2,238660,160894,3,1,10,3,1,12,3,100,0,1,2016,3279,0,2010,3,9,2019,3,1,9,19,3,9
6689,4,1,2,1.0,1,0,0,95870,87550,3,1,5,2,1,8,3,0,0,1,2017,1461,0,2013,10,22,2017,10,22,11,30,10,21
6690,4,1,2,1.0,1,0,2,95923,87599,5,1,10,3,1,13,3,100,0,1,2018,0,0,2017,10,26,2017,10,26,1,15,10,25
6691,4,1,2,1.0,1,0,2,96013,87679,6,1,5,3,1,13,3,100,0,1,2018,699,0,2017,11,1,2019,10,1,2,12,10,31
6692,4,1,2,1.0,1,0,2,96110,87763,4,1,8,2,1,8,3,100,0,1,2018,692,0,2017,11,8,2019,10,1,1,5,11,7
6693,1,1,1,1.0,1,0,2,359824,231691,1,1,29,3,1,12,3,100,0,1,2016,2540,0,2012,4,17,2019,4,1,10,4,4,17
6694,1,1,3,1.0,1,0,0,360931,347647,5,1,32,3,1,14,3,100,0,1,2016,1457,0,2012,4,24,2016,4,20,11,24,4,20
6695,1,1,1,1.0,1,0,0,361798,348446,5,1,10,3,1,13,3,100,0,1,2016,2557,0,2010,4,22,2017,4,22,12,21,4,22
6696,1,1,1,1.0,1,0,2,362016,348639,2,1,6,3,1,8,3,100,0,1,2016,1074,0,2016,4,22,2019,4,1,11,11,4,22
6697,1,1,1,1.0,1,0,2,362191,348810,2,1,5,2,1,8,3,100,0,1,2016,5114,0,2003,4,23,2017,4,23,12,30,4,23
6698,1,1,1,1.0,1,0,0,340082,349114,7,1,5,3,1,8,3,100,0,1,2017,365,0,2016,9,28,2017,9,28,2,15,9,28
6699,1,1,1,0.0,1,0,2,363496,350005,8,1,6,2,1,8,3,100,0,0,2017,365,0,2016,4,26,2017,4,26,2,27,4,26
6700,1,1,1,1.0,1,0,2,363710,223519,1,1,10,3,1,13,3,100,0,1,2017,2896,0,2011,4,27,2019,4,1,1,27,4,27
6701,1,1,1,1.0,1,0,2,364032,350511,1,1,5,2,1,8,3,0,100,1,2017,4721,0,2006,4,28,2019,4,1,3,10,4,28
6702,1,1,1,1.0,1,0,0,59821,56260,7,1,4,2,1,8,3,100,0,1,2017,731,0,2015,4,29,2017,4,29,2,9,4,29
6703,1,1,1,1.0,1,0,2,36921,34479,6,1,9,3,1,7,3,100,0,1,2017,3265,0,2010,4,23,2019,4,1,2,9,4,23
6704,1,1,1,1.0,1,0,2,37113,34672,3,0,4,3,1,9,3,100,0,1,2017,2578,0,2011,11,10,2018,12,1,7,18,11,10
6705,1,1,1,1.0,1,0,2,379007,364380,3,0,21,3,1,14,3,100,0,1,2016,2549,0,2012,6,8,2019,6,1,9,7,6,8
6706,1,1,1,1.0,1,0,2,379358,364729,4,0,13,3,1,3,3,100,0,1,2017,2548,0,2012,6,9,2019,6,1,1,23,6,9
6707,1,1,1,1.0,1,0,0,379454,364812,8,1,6,2,1,8,3,100,0,1,2016,366,0,2015,12,9,2016,12,9,10,12,12,9
6708,1,1,1,1.0,1,0,2,379483,239245,7,1,10,3,1,13,3,100,0,1,2017,1087,0,2016,6,9,2019,6,1,4,11,6,9
6709,1,1,1,1.0,1,0,2,380010,225161,2,1,8,3,1,3,3,100,0,1,2016,2922,0,2009,6,11,2017,6,11,10,26,6,11
6710,1,1,1,1.0,1,0,2,380454,365735,8,0,5,2,1,8,3,100,0,1,2017,1450,0,2015,6,12,2019,6,1,3,1,6,12
6711,9,1,1,1.0,1,0,2,328031,318342,2,1,6,2,1,8,2,100,0,1,2017,2526,0,2014,1,1,2020,12,1,10,9,1,1
6712,9,1,2,1.0,1,0,2,328639,318855,2,1,5,2,1,8,2,0,0,1,2017,2178,0,2013,8,14,2019,8,1,12,2,8,14
6713,9,2,2,1.0,1,0,2,328639,318855,2,1,5,2,1,8,2,100,0,1,2018,2178,0,2013,8,14,2019,8,1,1,4,8,14
6714,9,1,2,1.0,1,0,0,46795,320867,2,1,5,2,1,8,2,0,0,1,2017,2139,0,2012,3,27,2018,2,3,5,26,3,27
6715,9,1,2,1.0,1,0,2,331121,320928,3,1,5,2,1,8,2,100,0,1,2017,1447,0,2015,5,15,2019,5,1,6,19,5,15
6716,9,1,1,1.0,1,0,2,331405,321159,3,1,16,3,1,8,2,0,0,1,2017,1090,0,2016,5,6,2019,5,1,5,4,5,6
6717,9,1,1,1.0,1,0,2,329517,231180,2,1,10,2,1,8,2,0,0,1,2017,1795,0,2014,11,1,2019,10,1,7,4,11,1
6718,9,1,1,1.0,1,0,2,331857,321550,3,1,6,2,1,8,2,0,0,1,2017,1443,0,2015,5,19,2019,5,1,6,1,5,19
6719,9,1,2,1.0,1,0,2,331944,321619,3,1,5,2,1,8,2,0,0,1,2017,1797,0,2014,10,30,2019,10,1,12,26,10,30
6720,9,1,2,1.0,1,0,2,332155,321805,2,0,5,2,1,8,2,0,0,1,2017,2176,0,2013,8,16,2019,8,1,11,21,8,16
6721,9,1,2,1.0,1,0,2,333020,322539,4,1,5,2,1,8,2,100,0,1,2018,2861,0,2013,1,31,2020,12,1,1,8,1,31
6722,9,1,3,1.0,1,0,2,334485,323759,2,1,6,2,1,8,2,0,0,1,2017,1423,0,2015,12,9,2019,11,1,10,2,12,9
6723,9,1,2,1.0,1,0,2,335488,324610,3,1,4,2,1,8,2,0,0,1,2018,1802,0,2014,9,25,2019,9,1,1,8,9,25
6724,9,1,2,1.0,1,0,2,1653584,324769,2,1,5,2,1,8,2,0,0,1,2017,2168,0,2013,9,24,2019,9,1,6,23,9,24
6725,9,1,1,1.0,1,0,2,336243,276076,1,1,8,3,1,3,2,0,0,1,2017,3628,0,2009,3,25,2019,3,1,8,15,3,25
6726,9,1,1,1.0,1,0,2,336655,325607,3,1,4,2,1,8,2,0,0,1,2018,711,0,2017,4,20,2019,4,1,2,20,4,20
6727,9,1,1,1.0,1,0,2,338146,326890,6,1,12,3,1,13,2,100,0,1,2017,2867,0,2009,7,28,2017,6,3,12,8,7,28
6728,9,1,1,1.0,1,0,2,338576,327276,3,1,5,2,1,8,2,0,0,1,2017,1826,0,2014,5,1,2019,5,1,10,2,5,1
6729,9,1,1,1.0,1,0,2,338666,327346,5,1,7,2,1,8,2,100,0,1,2017,1078,0,2016,10,18,2019,10,1,10,16,10,18
6730,9,1,1,1.0,1,0,2,339194,327787,5,1,5,2,1,8,2,50,0,1,2018,718,0,2017,4,13,2019,4,1,1,8,4,13
6731,9,1,1,1.0,1,0,2,339499,52276,5,1,5,2,1,8,2,100,0,1,2017,0,0,2017,4,11,2017,4,11,11,27,4,11
6732,9,1,1,1.0,1,0,2,339861,328359,3,1,10,3,1,13,2,50,0,1,2017,2549,0,2012,5,8,2019,5,1,5,15,5,8
6733,9,1,1,1.0,1,0,2,339894,328390,1,1,8,3,1,3,2,0,0,1,2017,4354,0,2007,5,30,2019,5,1,5,4,5,30
6734,9,1,2,1.0,1,0,2,339958,328441,4,1,5,2,1,8,2,100,0,1,2017,1055,0,2016,11,10,2019,10,1,7,8,11,10
6735,9,1,1,1.0,1,0,2,340435,328844,3,1,5,2,1,8,2,0,0,1,2018,2550,0,2011,1,8,2018,1,1,2,26,1,8
6736,9,1,2,1.0,1,0,2,340726,329096,1,1,6,2,1,8,2,0,0,1,2018,5652,0,2003,10,10,2019,4,1,2,16,4,10
6737,1,1,1,1.0,1,0,2,503482,478178,9,1,7,3,1,8,3,100,0,1,2016,1801,0,2014,4,26,2019,4,1,9,20,4,26
6738,1,1,1,1.0,1,0,2,211430,478261,4,1,7,3,1,13,3,100,0,1,2017,365,0,2016,10,26,2017,10,26,9,5,10,26
6739,1,1,1,1.0,1,0,2,504416,479065,8,1,4,3,1,8,3,100,0,1,2016,365,0,2016,10,27,2017,10,27,12,1,10,27
6740,1,1,1,1.0,1,0,0,249837,479652,7,1,5,2,1,8,3,100,0,1,2016,366,0,2015,10,28,2016,10,28,10,21,10,28
6741,9,1,1,1.0,1,0,2,300262,297700,6,1,5,3,1,13,2,100,0,1,2017,719,0,2017,8,12,2019,8,1,9,5,8,12
6742,2,1,3,1.0,1,0,2,1649723,1668655,4,1,6,2,1,8,0,100,0,1,2017,2558,0,2011,1,1,2018,1,2,6,23,1,1
6743,2,2,3,2.0,1,0,2,1649723,1668655,4,1,6,2,1,8,0,100,0,1,2017,2558,1,2011,1,1,2018,1,2,7,13,1,1
6744,9,1,1,1.0,1,0,2,305532,300866,3,1,6,3,1,8,2,0,0,1,2017,4360,0,2007,7,24,2019,7,1,11,27,7,24
6745,2,1,1,1.0,1,0,2,1636589,1657838,4,1,6,2,1,8,0,100,0,1,2017,1097,0,2015,1,1,2018,1,2,2,2,1,1
6746,2,2,1,2.0,1,0,2,1636589,1657838,4,1,6,2,1,8,0,100,0,1,2017,1097,1,2015,1,1,2018,1,2,2,17,1,1
6747,2,3,1,3.0,1,0,2,1636589,1657838,4,1,6,2,1,8,0,100,0,1,2017,1097,1,2015,1,1,2018,1,2,3,2,1,1
6748,2,4,1,4.0,1,0,2,1636589,1657838,4,1,6,2,1,8,0,100,0,1,2017,1097,1,2015,1,1,2018,1,2,6,12,1,1
6749,2,5,1,5.0,1,0,2,1636589,1657838,4,1,6,2,1,8,0,100,0,1,2017,1097,1,2015,1,1,2018,1,2,7,10,1,1
6750,9,1,1,1.0,1,0,2,311265,304321,8,1,8,3,1,8,2,100,0,1,2017,725,0,2016,1,7,2018,1,1,12,22,1,7
6751,9,2,1,1.0,1,0,2,311265,304321,8,1,8,3,1,8,2,0,0,1,2018,725,0,2016,1,7,2018,1,1,2,16,1,7
6752,9,1,3,1.0,1,0,2,91373,304472,4,1,7,2,1,8,2,100,0,1,2017,2516,0,2012,12,11,2019,11,1,12,22,12,11
6753,9,1,1,1.0,1,0,2,311787,304740,3,1,5,2,1,8,2,100,0,1,2017,1436,0,2015,4,26,2019,4,1,2,28,4,26
6754,9,1,1,1.0,1,0,2,312396,305260,2,1,4,2,1,8,2,100,0,1,2017,7730,0,1997,12,31,2019,3,1,3,16,3,31
6755,9,2,1,2.0,357,0,2,312396,305260,2,1,4,2,1,8,2,100,0,1,2017,7730,1,1997,12,31,2019,3,1,3,27,3,31
6756,9,3,1,3.0,1,0,2,312396,305260,2,1,4,2,1,8,2,0,0,1,2017,7730,1,1997,12,31,2019,3,1,5,11,3,31
6757,9,4,1,4.0,1,0,2,312396,305260,2,1,4,2,1,8,2,100,0,1,2017,7730,1,1997,12,31,2019,3,1,12,19,3,31
6758,9,1,2,1.0,1,0,2,312768,305578,3,1,5,2,1,8,2,0,0,1,2017,2848,0,2010,10,14,2018,8,1,4,12,10,14
6759,9,3,2,2.0,1,0,2,312768,305578,3,1,5,2,1,8,2,0,0,1,2017,2848,1,2010,10,14,2018,8,1,7,6,10,14
6760,9,2,2,3.0,358,0,2,312768,305578,3,1,5,2,1,8,2,100,0,1,2017,2848,1,2010,10,14,2018,8,1,7,6,10,14
6761,9,1,1,1.0,359,0,2,312996,305764,1,0,6,2,1,8,2,0,0,1,2018,702,1,2017,8,29,2019,8,1,1,4,8,29
6762,9,1,1,1.0,1,0,2,313644,306298,1,1,8,3,1,9,2,0,0,1,2017,12052,0,1986,8,2,2019,8,1,12,30,8,2
6763,9,1,1,1.0,1,0,2,316650,52366,4,1,7,2,1,8,2,100,0,1,2017,1427,0,2016,2,4,2020,1,1,9,8,2,4
6764,9,1,2,1.0,1,0,2,317287,309285,1,1,7,2,1,8,2,0,0,1,2018,5105,0,2005,5,9,2019,5,1,2,13,5,9
6765,9,1,1,1.0,1,0,2,320155,311754,8,1,5,3,1,8,2,0,0,1,2017,3280,0,2010,9,8,2019,9,1,2,21,9,8
6766,9,1,1,1.0,1,0,2,321304,312677,9,1,10,2,1,8,2,100,0,1,2017,1431,0,2015,10,31,2019,10,1,4,24,10,31
6767,9,1,1,1.0,1,0,2,321678,312998,4,1,4,2,1,8,2,100,0,1,2017,3649,0,2009,9,4,2019,9,1,12,13,9,4
6768,9,1,1,1.0,1,0,2,1718277,313218,9,1,7,2,1,8,2,100,0,1,2018,1085,0,2016,9,11,2019,9,1,1,18,9,11
6769,2,1,2,1.0,1,0,2,221120,209402,5,0,5,2,1,8,0,0,0,1,2017,2164,0,2013,5,28,2019,5,1,7,12,5,28
6770,2,1,1,1.0,1,0,2,221157,144006,5,0,5,2,1,8,0,0,0,1,2017,2161,0,2013,5,31,2019,5,1,9,6,5,31
6771,2,1,1,1.0,360,0,2,221249,209568,1,1,5,2,1,8,0,100,0,1,2017,2169,1,2013,5,23,2019,5,1,2,13,5,23
6772,2,1,1,1.0,1,0,2,46366,209680,2,0,4,2,1,8,0,100,0,1,2017,2172,0,2013,6,20,2019,6,1,11,2,6,20
6773,2,1,1,1.0,1,0,2,47256,209991,2,1,8,3,1,8,0,100,0,1,2017,1826,0,2013,7,19,2018,7,19,11,17,7,19
6774,2,1,3,1.0,1,0,2,19968,210009,3,0,5,2,1,8,0,100,0,1,2017,1627,0,2013,7,19,2018,1,1,1,9,1,1
6775,2,1,3,1.0,1,0,2,221635,210056,2,0,7,3,1,13,0,100,0,1,2017,2175,0,2013,7,17,2019,7,1,2,24,7,17
6776,2,1,1,1.0,1,0,2,221652,210080,4,0,5,2,1,8,0,100,0,1,2018,2163,0,2013,7,29,2019,7,1,2,5,7,29
6777,2,1,1,1.0,361,0,2,221687,210120,3,1,8,3,1,13,0,0,0,1,2017,1826,1,2013,7,31,2018,7,31,7,5,7,31
6778,2,1,1,1.0,1,0,2,221853,210317,1,0,7,2,1,8,0,0,0,1,2017,2169,0,2013,8,23,2019,8,1,11,13,8,23
6779,2,1,1,1.0,1,0,2,221872,210342,5,1,10,3,1,13,0,100,0,1,2017,1461,0,2013,8,26,2017,8,26,10,13,8,26
6780,2,1,1,1.0,1,0,0,12126,55412,7,1,7,3,1,13,0,0,0,1,2017,1461,0,2013,9,23,2017,9,23,6,29,9,23
6781,2,1,1,1.0,1,0,2,222195,210762,3,1,6,3,1,13,0,100,0,1,2017,1461,0,2013,10,2,2017,10,2,3,15,10,2
6782,2,1,1,1.0,1,0,2,222313,210908,8,0,5,2,1,8,0,100,0,1,2017,1758,0,2013,10,8,2018,8,1,10,4,10,8
6783,2,2,1,1.0,1,0,2,222313,210908,8,0,5,2,1,8,0,100,0,1,2018,1758,0,2013,10,8,2018,8,1,1,8,10,8
6784,9,1,2,1.0,1,0,2,310999,304102,1,1,5,2,1,8,2,0,0,1,2018,2167,0,2013,10,25,2019,10,1,1,26,10,25
6785,9,1,1,1.0,1,0,2,311544,26880,6,1,5,2,1,9,2,100,0,1,2017,1092,0,2016,10,4,2019,10,1,5,24,10,4
6786,9,1,1,1.0,1,0,2,311925,304865,4,0,7,2,1,8,2,0,0,1,2018,1084,0,2016,8,12,2019,8,1,1,18,8,12
6787,9,1,3,1.0,1,0,2,312747,305561,9,1,5,2,1,8,2,100,0,1,2017,3272,0,2010,10,16,2019,10,1,9,22,10,16
6788,9,1,2,1.0,1,0,2,313382,306093,5,1,10,2,1,8,2,100,0,1,2017,1825,0,2014,5,2,2019,5,1,10,25,5,2
6789,9,1,2,1.0,1,0,2,314088,306643,1,1,6,3,1,8,2,0,0,1,2017,5177,0,2004,12,27,2019,3,1,6,5,3,27
6790,9,1,1,1.0,1,0,2,314639,307088,5,1,5,2,1,8,2,100,0,1,2017,1043,0,2016,11,22,2019,10,1,12,9,11,22
6791,9,1,2,1.0,1,0,2,314765,307196,3,1,4,2,1,8,2,0,0,1,2018,1075,0,2016,7,21,2019,7,1,1,29,7,21
6792,9,1,2,1.0,1,0,2,315996,308173,3,1,4,2,1,8,2,50,0,1,2017,6365,0,2001,10,27,2019,4,1,7,17,4,27
6793,9,1,1,1.0,1,0,0,316043,308210,3,1,5,3,1,8,2,0,0,1,2017,1061,0,2014,8,12,2017,7,8,7,4,8,12
6794,9,1,1,1.0,1,0,2,317362,309345,2,1,9,2,1,8,2,0,0,1,2018,2156,0,2013,11,5,2019,10,1,1,5,11,5
6795,9,1,1,1.0,1,0,2,317491,309449,1,1,10,3,1,13,2,100,0,1,2017,3960,0,2008,11,27,2019,10,1,6,20,11,27
6796,9,1,1,1.0,362,0,2,318065,309945,1,1,5,2,1,8,2,0,0,1,2017,3286,1,2010,9,2,2019,9,1,4,14,9,2
6797,9,1,1,1.0,1,0,2,318244,310106,4,1,5,2,1,8,2,100,0,1,2017,3273,0,2010,9,15,2019,9,1,4,17,9,15
