,codeCompagnie,NbrSinistre,typeIntermediaire,VolontaireAccidents,CountSinisterAdvr,naturePolice,Etat_Police,vehicule_id,assure_id,classeBonusMalus,CONTRAT_EN_COURS,puissanceFiscal,energie,etatVehicule,libUsage,identificationTiers,pourcentadeDeResponsabilite,porcentageCompagnieAdverse,natureDuSinistre,annee_dateOuvertureDuSinistre,Duree,Fraud,annee_effet_police,mois_effet_police,jour_effet_police,annee_date_Calcule,mois_date_Calcule,jour_date_Calcule,mois_dateOuvertureDuSinistre,jour_dateOuvertureDuSinistre,mois_dateEcheancePolice,jour_dateEcheancePolice
0,1,1,1,0.0,1,0,2,32236,29871,1,0,7,3,1,7,3,0,100,0,2017,4005,0,2008,5,13,2019,5,1,4,6,5,13
1,1,1,1,1.0,1,0,2,32513,30144,3,0,4,3,1,9,3,100,0,1,2017,1812,0,2014,5,15,2019,5,1,3,29,5,15
2,1,1,1,1.0,1,0,0,32573,30204,4,1,4,2,1,4,3,100,0,1,2016,366,0,2015,5,15,2016,5,15,11,22,5,15
3,1,1,1,1.0,1,0,0,32729,30350,2,1,4,3,1,9,3,100,0,1,2017,3653,0,2007,5,28,2017,5,28,1,17,5,28
4,1,1,1,0.0,1,0,0,32768,30388,6,1,4,3,1,9,3,100,0,0,2016,3288,0,2008,1,9,2017,1,9,11,23,1,9
5,1,1,1,1.0,1,0,2,32836,30456,3,1,4,3,1,9,3,100,0,1,2016,3287,0,2008,7,23,2017,7,23,12,1,7,23
6,1,1,1,0.0,1,0,0,33224,30841,7,1,5,2,1,9,3,50,50,0,2017,1096,0,2014,6,18,2017,6,18,5,5,6,18
7,4,1,2,1.0,1,0,0,92394,84366,2,1,5,3,1,13,3,100,0,1,2017,0,0,2016,10,30,2016,10,30,4,24,10,29
8,4,1,2,1.0,1,0,0,92445,83559,3,1,10,3,1,13,3,100,0,1,2017,0,0,2016,11,25,2016,11,25,10,21,11,24
9,4,1,2,1.0,1,0,0,92484,84453,4,1,5,2,1,8,3,0,0,1,2017,0,0,2016,12,19,2016,12,19,5,3,12,18
10,4,1,2,1.0,1,0,0,92605,84570,3,1,12,3,1,13,3,100,0,1,2017,0,0,2017,2,17,2017,2,17,9,19,2,16
11,4,2,2,1.0,1,0,0,92861,84809,4,1,5,2,1,8,3,0,0,1,2017,0,0,2017,3,17,2017,3,17,9,29,3,16
12,4,1,2,2.0,2,0,0,92861,84809,4,1,5,2,1,8,3,100,0,1,2017,0,1,2017,3,17,2017,3,17,8,8,3,16
13,4,1,2,1.0,1,0,2,92895,84841,6,0,6,2,1,8,3,0,0,1,2017,709,0,2017,3,22,2019,3,1,3,30,3,21
14,4,1,2,1.0,1,0,2,92927,84874,6,1,5,3,1,13,3,50,0,1,2017,707,0,2017,3,24,2019,3,1,6,5,3,23
15,1,1,1,1.0,1,0,2,31000,28670,1,1,5,2,1,9,3,100,0,1,2016,2555,0,2012,3,2,2019,3,1,9,5,3,2
16,1,1,1,1.0,1,0,0,31747,29415,2,1,6,2,1,9,3,100,0,1,2016,366,0,2016,1,31,2017,1,31,11,29,1,31
17,1,1,1,1.0,1,0,2,31799,29466,3,1,8,3,1,9,3,100,0,1,2016,365,0,2016,3,28,2017,3,28,9,28,3,28
18,1,1,1,1.0,1,0,0,30794,28464,2,1,4,2,1,9,3,100,0,1,2016,2192,0,2010,10,16,2016,10,16,9,5,10,16
19,1,1,1,1.0,1,0,2,32306,29940,4,1,6,3,1,9,3,100,0,1,2017,3079,0,2010,10,26,2019,4,1,3,10,4,26
20,1,1,1,1.0,1,0,0,31448,29117,2,1,8,3,1,7,3,100,0,1,2017,1096,0,2014,4,5,2017,4,5,1,31,4,5
21,1,1,1,1.0,1,0,2,32583,30214,2,0,5,3,1,9,3,100,0,1,2016,1442,0,2015,5,20,2019,5,1,12,15,5,20
22,6,1,1,1.0,1,0,2,61517,57769,10,1,5,2,1,8,0,100,0,1,2017,3228,0,2010,12,30,2019,11,1,4,12,12,30
23,6,2,1,2.0,1,0,2,61517,57769,10,1,5,2,1,8,0,0,100,1,2017,3228,1,2010,12,30,2019,11,1,5,18,12,30
24,6,2,1,1.0,1,0,2,61547,57799,9,0,5,2,1,8,0,100,0,1,2017,1439,0,2015,4,23,2019,4,1,2,9,4,23
25,6,1,1,2.0,1,0,2,61547,57799,9,0,5,2,1,8,0,100,0,1,2017,1439,1,2015,4,23,2019,4,1,2,3,4,23
26,4,2,2,1.0,1,0,2,93154,85076,8,1,5,2,1,8,3,100,0,1,2017,0,0,2017,4,11,2017,4,11,8,10,4,10
27,4,1,2,2.0,2,0,2,93154,85076,8,1,5,2,1,8,3,100,0,1,2017,0,1,2017,4,11,2017,4,11,4,21,4,10
28,4,1,2,1.0,1,0,2,93163,85085,2,0,4,2,1,8,3,0,0,1,2017,719,0,2017,4,12,2019,4,1,7,27,4,11
29,4,1,2,1.0,1,0,2,1707817,85131,4,0,6,2,1,8,3,0,0,1,2017,716,0,2017,4,15,2019,4,1,9,28,4,14
30,4,1,2,1.0,1,0,0,93316,85225,4,1,6,2,1,8,3,0,0,1,2017,0,0,2017,4,24,2017,4,24,7,21,4,23
31,4,1,2,1.0,1,0,2,93359,83728,2,1,5,2,1,8,3,0,0,1,2017,0,0,2017,4,27,2017,4,27,11,23,4,26
32,4,1,2,1.0,1,0,2,93524,85417,3,0,11,3,1,8,3,100,0,1,2018,720,0,2017,5,11,2019,5,1,1,4,5,10
33,4,1,2,1.0,1,0,2,93807,85678,3,1,6,3,1,8,3,0,0,1,2017,0,0,2017,5,31,2017,5,31,7,28,5,30
34,4,1,2,1.0,1,0,2,94271,86105,4,0,8,2,1,8,3,0,0,1,2017,702,0,2017,6,29,2019,6,1,11,2,6,28
35,9,1,2,1.0,1,0,2,296215,98718,3,0,6,2,1,8,2,0,0,1,2017,713,0,2017,8,18,2019,8,1,12,29,8,18
36,2,1,1,1.0,1,0,2,296238,289202,9,1,4,2,1,8,0,100,0,1,2017,365,0,2017,5,9,2018,5,9,6,7,5,9
37,2,2,1,2.0,1,0,2,296238,289202,9,1,4,2,1,8,0,100,0,1,2017,365,1,2017,5,9,2018,5,9,9,27,5,9
38,2,1,1,1.0,1,1,2,296301,289328,2,1,7,3,1,13,0,100,0,1,2017,0,0,2017,5,14,2017,5,14,5,24,0,0
39,2,1,2,1.0,2,0,2,23917,289482,3,0,5,2,1,8,0,0,0,1,2017,712,1,2017,5,19,2019,5,1,7,26,5,19
40,2,1,1,1.0,1,0,0,50664,289655,4,1,4,2,1,8,0,0,0,1,2017,365,0,2017,5,25,2018,5,25,11,17,5,25
41,2,1,1,1.0,3,0,2,296526,216797,5,0,34,3,1,12,0,100,0,1,2018,702,1,2017,5,29,2019,5,1,1,17,5,29
42,2,1,2,1.0,1,0,2,50710,289759,3,0,5,2,1,8,0,100,0,1,2017,702,0,2017,5,29,2019,5,1,11,27,5,29
43,2,1,1,1.0,1,0,2,16783,262670,3,0,7,2,1,8,0,0,0,1,2017,729,0,2017,6,2,2019,6,1,9,6,6,2
44,2,1,1,1.0,1,0,2,50852,290060,3,1,9,3,1,8,0,100,0,1,2017,365,0,2017,6,8,2018,6,8,8,28,6,8
45,2,1,1,1.0,1,0,2,50872,290099,6,1,10,3,1,3,0,100,0,1,2017,365,0,2017,6,10,2018,6,10,12,21,6,10
46,2,1,3,1.0,1,0,2,296750,62520,3,1,7,3,1,13,0,100,0,1,2017,365,0,2017,6,13,2018,6,13,6,30,6,13
47,2,1,1,1.0,1,0,2,296752,68498,6,0,8,3,1,13,0,50,0,1,2018,717,0,2017,6,14,2019,6,1,2,28,6,14
48,2,1,1,1.0,1,1,2,197675,290617,2,1,4,2,1,8,0,0,0,1,2017,0,0,2017,6,30,2017,6,30,7,24,0,0
49,2,1,3,1.0,1,0,2,51089,290648,8,1,6,2,1,8,0,100,0,1,2017,365,0,2017,6,30,2018,6,30,10,30,6,30
50,2,1,1,1.0,1,0,2,297059,290837,6,1,8,3,1,13,0,100,0,1,2017,365,0,2017,7,6,2018,7,6,11,1,7,6
51,2,1,2,1.0,1,0,2,297167,291058,5,0,5,2,1,8,0,100,0,1,2018,718,0,2017,7,13,2019,7,1,2,20,7,13
52,2,1,2,1.0,1,0,2,24255,291310,3,0,4,2,1,8,0,100,0,1,2017,711,0,2017,7,20,2019,7,1,10,27,7,20
53,2,1,1,1.0,1,0,2,297470,62781,3,0,4,2,1,8,0,0,0,1,2017,726,0,2017,8,5,2019,8,1,12,18,8,5
54,1,1,1,1.0,1,0,2,30685,28355,1,1,4,3,1,9,3,100,0,1,2017,3627,0,2009,3,26,2019,3,1,1,10,3,26
55,1,1,1,1.0,1,0,0,31240,28911,3,1,8,3,1,10,3,100,0,1,2016,1461,0,2013,3,22,2017,3,22,12,6,3,22
56,1,1,1,1.0,1,0,2,31428,29097,1,1,7,3,1,9,3,100,0,1,2016,1808,0,2014,3,19,2019,3,1,11,10,3,19
57,1,1,1,1.0,1,0,0,31247,28919,6,1,5,2,1,9,3,100,0,1,2016,1461,0,2013,3,30,2017,3,30,10,25,3,30
58,1,1,1,1.0,1,0,2,32522,30152,3,1,6,2,1,9,3,100,0,1,2016,1096,0,2014,5,22,2017,5,22,9,23,5,22
59,1,1,1,1.0,1,0,0,32606,30237,2,1,4,3,1,9,3,100,0,1,2016,366,0,2016,2,24,2017,2,24,9,29,2,24
60,1,1,1,1.0,1,0,0,32913,30533,2,1,6,3,1,3,3,100,0,1,2016,2192,0,2010,12,28,2016,12,28,9,29,12,28
61,1,1,1,1.0,1,0,2,33117,30736,5,1,5,2,1,9,3,0,100,1,2017,1461,0,2013,6,15,2017,6,15,1,12,6,15
62,6,1,1,1.0,1,0,2,61395,57645,9,1,8,2,1,8,0,0,100,1,2017,2186,0,2013,4,6,2019,4,1,6,5,4,6
63,6,2,1,2.0,1,0,2,61395,57645,9,1,8,2,1,8,0,0,100,1,2017,2186,1,2013,4,6,2019,4,1,12,19,4,6
64,4,1,2,1.0,1,0,0,91966,83959,2,1,5,2,1,8,3,0,0,1,2017,0,0,2016,5,18,2016,5,18,3,7,5,17
65,4,1,2,1.0,1,0,0,92135,84113,2,1,8,3,1,10,3,0,0,1,2017,0,0,2016,7,12,2016,7,12,3,7,7,11
66,1,1,1,1.0,1,0,0,31405,29074,2,1,4,3,1,9,3,100,0,1,2016,1096,0,2014,2,19,2017,2,19,10,21,2,19
67,1,1,1,1.0,1,0,0,32497,30131,3,1,5,2,1,9,3,100,0,1,2017,1096,0,2014,4,30,2017,4,30,2,13,4,30
68,1,1,1,1.0,1,0,2,32950,30571,1,1,7,3,1,10,3,100,0,1,2016,2907,0,2011,7,16,2019,7,1,11,8,7,16
69,1,1,3,1.0,1,0,0,31198,28869,2,1,4,3,1,9,3,100,0,1,2016,1461,0,2013,1,22,2017,1,22,9,28,1,22
70,1,1,1,1.0,1,0,0,31602,29270,4,1,5,3,1,9,3,100,0,1,2017,731,0,2015,3,24,2017,3,24,1,26,3,24
71,1,1,1,1.0,1,0,0,31736,29403,2,1,5,2,1,3,3,100,0,1,2016,366,0,2015,12,29,2016,12,29,10,18,12,29
72,1,1,1,1.0,1,0,2,30836,28506,3,1,7,3,1,10,3,0,100,1,2017,2917,0,2011,4,6,2019,4,1,1,23,4,6
73,1,1,1,1.0,1,0,0,31815,29482,3,1,5,2,1,4,3,100,0,1,2016,365,0,2016,4,13,2017,4,13,11,18,4,13
74,1,1,1,1.0,1,0,2,32956,30577,3,1,4,2,1,9,3,100,0,1,2017,2192,0,2011,7,27,2017,7,27,4,26,7,27
75,1,1,1,1.0,1,0,0,33005,30625,4,1,5,3,1,9,3,100,0,1,2017,1461,0,2012,6,7,2016,6,7,2,2,6,7
76,1,1,1,1.0,1,0,2,33206,30823,1,0,4,3,1,9,3,0,100,1,2016,1823,0,2014,6,4,2019,6,1,8,31,6,4
77,1,1,1,1.0,1,0,0,33270,30884,6,1,4,3,1,9,3,100,0,1,2016,731,0,2015,1,1,2017,1,1,10,25,1,1
78,1,1,1,1.0,1,0,0,33340,30954,5,1,5,3,1,9,3,100,0,1,2016,731,0,2015,7,8,2017,7,8,9,7,7,8
79,1,2,1,0.0,4,0,0,33340,30954,5,1,5,3,1,9,3,0,100,0,2017,731,1,2015,7,8,2017,7,8,5,29,7,8
80,4,1,2,1.0,1,0,0,92365,84340,3,1,6,2,1,13,3,100,0,1,2017,0,0,2016,10,14,2016,10,14,6,23,10,13
81,4,1,3,1.0,1,0,0,92399,84371,5,1,7,3,1,13,3,100,0,1,2017,0,0,2016,11,3,2016,11,3,3,30,11,2
82,4,1,2,1.0,1,0,0,92412,84387,7,1,8,3,1,13,3,100,0,1,2017,0,0,2016,11,10,2016,11,10,4,3,11,9
83,4,2,2,2.0,2,0,0,92412,84387,7,1,8,3,1,13,3,100,0,1,2017,0,1,2016,11,10,2016,11,10,5,2,11,9
84,4,3,2,3.0,3,0,0,92412,84387,7,1,8,3,1,13,3,100,0,1,2017,0,1,2016,11,10,2016,11,10,6,14,11,9
85,6,1,1,1.0,1,0,2,61429,57679,10,1,11,3,1,8,0,50,50,1,2017,1026,0,2015,9,9,2018,7,1,8,10,9,9
86,6,1,1,1.0,1,0,2,61442,57693,9,0,5,3,1,8,0,100,0,1,2017,1055,0,2016,11,10,2019,10,1,3,22,11,10
87,6,1,1,1.0,1,0,2,61638,57891,10,1,5,2,1,8,0,100,0,1,2017,722,0,2016,12,9,2018,12,1,2,1,12,9
88,6,1,1,1.0,1,0,2,61639,57892,10,0,5,2,1,8,0,100,0,1,2017,365,0,2017,1,14,2018,1,14,3,13,1,14
89,9,1,1,1.0,1,0,2,1335009,79448,7,1,8,2,1,8,2,0,0,1,2017,1102,0,2014,12,26,2018,1,1,10,24,1,1
90,1,1,1,1.0,1,0,0,31716,29383,2,1,10,3,1,7,3,100,0,1,2016,366,0,2015,11,8,2016,11,8,8,31,11,8
91,1,1,1,1.0,1,0,2,31040,28710,3,1,9,3,1,9,3,100,0,1,2017,2528,0,2012,3,29,2019,3,1,2,2,3,29
92,1,1,1,1.0,1,0,2,32392,30027,3,1,4,3,1,9,3,100,0,1,2016,1826,0,2012,5,16,2017,5,16,11,4,5,16
93,1,1,1,1.0,1,0,0,33036,30656,5,1,7,3,1,9,3,100,0,1,2017,1826,0,2012,6,30,2017,6,30,5,15,6,30
94,1,1,3,1.0,1,0,0,33260,30874,7,1,4,3,1,9,3,100,0,1,2016,1096,0,2014,7,16,2017,7,16,11,8,7,16
95,2,1,1,1.0,1,0,2,13212,258800,7,1,5,2,1,8,0,100,0,1,2017,1047,0,2016,10,19,2019,9,1,5,10,10,19
96,2,1,1,1.0,1,0,2,13413,258888,6,1,10,3,1,13,0,100,0,1,2018,1042,0,2016,10,24,2019,9,1,2,9,10,24
97,2,1,1,1.0,1,0,2,17741,245177,4,1,5,2,1,8,0,0,0,1,2017,1785,0,2014,12,12,2019,11,1,10,25,12,12
98,2,1,1,1.0,1,0,2,18636,245210,4,1,7,3,1,13,0,100,0,1,2017,1775,0,2014,12,22,2019,11,1,5,19,12,22
99,2,1,1,1.0,1,0,2,18993,245279,2,1,11,2,1,8,0,0,0,1,2017,1771,0,2014,12,26,2019,11,1,3,17,12,26
100,2,2,1,2.0,1,0,2,18993,245279,2,1,11,2,1,8,0,0,0,1,2017,1771,1,2014,12,26,2019,11,1,11,27,12,26
101,2,1,1,1.0,1,0,2,21698,245575,1,0,10,3,1,3,0,100,0,1,2017,2149,0,2015,1,13,2020,12,1,2,9,1,13
102,2,1,2,1.0,1,0,2,259610,245645,3,0,7,3,1,13,0,100,0,1,2017,1096,0,2015,1,16,2018,1,16,9,12,1,16
103,2,1,1,1.0,1,0,2,22584,245741,3,0,4,2,1,8,0,0,0,1,2017,2140,0,2015,1,22,2020,12,1,1,4,1,22
104,2,2,1,2.0,1,0,2,22584,245741,3,0,4,2,1,8,0,0,0,1,2017,2140,1,2015,1,22,2020,12,1,3,14,1,22
105,2,1,1,1.0,5,0,2,261465,247622,1,1,5,2,1,8,0,0,0,1,2017,1460,1,2015,3,2,2019,3,1,12,7,3,2
106,2,1,1,1.0,1,0,2,41287,247737,5,1,7,3,1,13,0,100,0,1,2017,1452,0,2015,3,10,2019,3,1,5,9,3,10
107,2,1,1,1.0,1,0,2,42676,248022,1,1,5,2,1,8,0,0,0,1,2018,1434,0,2015,3,28,2019,3,1,2,19,3,28
108,2,1,1,1.0,1,0,2,42938,248055,4,0,5,2,1,8,0,100,0,1,2017,1461,0,2015,4,1,2019,4,1,9,8,4,1
109,2,1,2,1.0,1,0,2,261610,248086,1,1,4,2,1,8,0,0,0,1,2017,1460,0,2015,4,2,2019,4,1,6,8,4,2
110,1,1,1,1.0,1,0,0,227689,188888,8,1,4,2,1,8,3,100,0,1,2016,366,0,2016,1,13,2017,1,13,10,11,1,13
111,1,1,1,1.0,1,0,0,228980,218640,5,1,7,3,1,13,3,100,0,1,2016,366,0,2016,1,22,2017,1,22,11,3,1,22
112,1,1,1,1.0,1,0,0,230097,219732,7,1,6,2,1,8,3,100,0,1,2016,0,0,2016,1,30,2016,1,30,9,20,1,30
113,2,1,3,1.0,1,0,2,230192,219841,1,1,8,3,1,8,0,0,0,1,2018,2144,0,2013,12,18,2019,11,1,2,19,12,18
114,2,1,2,1.0,1,0,2,230211,219866,4,0,5,2,1,8,0,0,0,1,2017,1811,0,2014,4,16,2019,4,1,5,27,4,16
115,2,2,2,1.0,1,0,2,230211,219866,4,0,5,2,1,8,0,100,0,1,2018,1811,0,2014,4,16,2019,4,1,2,9,4,16
116,4,1,2,1.0,1,0,0,92226,84206,1,1,5,3,1,8,3,100,0,1,2017,0,0,2016,8,22,2016,8,22,3,31,8,21
117,4,1,2,1.0,1,0,0,92284,84263,8,1,5,2,1,8,3,100,0,1,2017,0,0,2016,9,11,2016,9,11,5,31,9,10
118,4,1,2,0.0,1,0,0,25540,84320,8,1,4,2,1,8,3,0,0,0,2017,0,0,2016,10,6,2016,10,6,4,10,10,5
119,4,1,2,1.0,1,0,0,92392,51268,5,1,5,2,1,8,3,100,0,1,2017,0,0,2016,10,29,2016,10,29,7,17,10,28
120,4,2,3,1.0,1,0,0,92492,84463,4,1,7,2,1,8,3,0,0,1,2017,0,0,2016,12,24,2016,12,24,9,12,12,23
121,4,1,3,2.0,2,0,0,92492,84463,4,1,7,2,1,8,3,100,0,1,2017,0,1,2016,12,24,2016,12,24,6,7,12,23
122,4,1,2,1.0,1,0,0,92619,84584,8,1,4,2,1,8,3,0,0,1,2017,0,0,2017,2,24,2017,2,24,6,14,2,23
123,4,1,2,1.0,1,0,2,92699,84662,3,0,5,2,1,8,3,0,0,1,2017,726,0,2017,3,5,2019,3,1,3,31,3,4
124,4,1,2,1.0,1,0,2,92831,84781,6,0,5,3,1,8,3,0,0,1,2017,716,0,2017,3,15,2019,3,1,8,23,3,14
125,4,1,2,1.0,1,0,2,93488,85382,1,1,4,2,1,8,3,0,0,1,2017,723,0,2017,5,8,2019,5,1,12,22,5,7
126,4,1,2,1.0,1,0,2,93538,85430,4,0,6,2,1,8,3,0,0,1,2017,719,0,2017,5,12,2019,5,1,10,16,5,11
127,4,1,2,1.0,1,0,2,93567,85457,8,1,5,2,1,8,3,0,0,1,2017,0,0,2017,5,13,2017,5,13,6,20,5,12
128,4,1,3,1.0,1,0,2,93681,85565,4,1,5,3,1,8,3,0,0,1,2017,0,0,2017,5,22,2017,5,22,8,9,5,21
129,4,1,3,1.0,1,0,2,94193,86032,4,1,5,2,1,8,3,50,0,1,2017,0,0,2017,6,24,2017,6,24,10,24,6,23
130,4,1,2,1.0,1,0,2,94209,86047,2,0,5,2,1,8,3,100,0,1,2017,706,0,2017,6,25,2019,6,1,8,14,6,24
131,4,1,2,1.0,1,0,2,94322,86150,8,1,5,2,1,8,3,0,0,1,2017,0,0,2017,7,1,2017,7,1,9,30,6,30
132,4,1,2,1.0,1,0,2,94930,86699,4,0,5,2,1,8,3,0,0,1,2017,713,0,2017,8,18,2019,8,1,9,11,8,17
133,4,2,2,1.0,2,0,2,94930,86699,4,0,5,2,1,8,3,0,0,1,2018,713,1,2017,8,18,2019,8,1,1,3,8,17
134,9,1,2,1.0,1,0,2,295637,288669,3,1,11,2,1,8,2,0,0,1,2017,712,0,2017,7,19,2019,7,1,11,29,7,19
135,2,1,1,1.0,1,0,2,296338,236690,6,0,5,3,1,8,0,100,0,1,2017,715,0,2017,5,16,2019,5,1,9,27,5,16
136,2,1,2,1.0,1,0,2,50666,266923,5,0,8,3,1,13,0,100,0,1,2017,706,0,2017,5,25,2019,5,1,7,13,5,25
137,2,2,2,2.0,1,0,2,50666,266923,5,0,8,3,1,13,0,100,0,1,2017,706,1,2017,5,25,2019,5,1,12,13,5,25
138,2,1,1,1.0,6,0,2,50717,289769,3,0,5,2,1,8,0,100,0,1,2018,702,1,2017,5,29,2019,5,1,1,16,5,29
139,2,1,1,1.0,1,0,2,296575,175985,2,0,8,3,1,13,0,100,0,1,2018,700,0,2017,5,31,2019,5,1,1,9,5,31
140,2,1,1,1.0,1,0,2,50755,289846,5,0,7,3,1,8,0,100,0,1,2018,730,0,2017,6,1,2019,6,1,1,30,6,1
141,2,1,1,1.0,1,1,2,9220,289863,1,1,5,2,1,8,0,0,0,1,2017,0,0,2017,6,4,2017,6,4,12,22,0,0
142,2,1,1,1.0,1,0,2,50815,289969,4,1,5,2,1,8,0,0,0,1,2017,365,0,2017,6,6,2018,6,6,10,24,6,6
143,2,2,1,1.0,1,0,2,50815,289969,4,1,5,2,1,8,0,100,0,1,2018,365,0,2017,6,6,2018,6,6,2,21,6,6
144,2,1,1,1.0,1,0,2,50843,290033,5,1,5,2,1,8,0,100,0,1,2017,365,0,2017,6,8,2018,6,8,9,25,6,8
145,2,1,1,1.0,1,0,2,9379,290331,5,0,5,2,1,8,0,100,0,1,2017,711,0,2017,6,20,2019,6,1,12,22,6,20
146,2,1,1,1.0,1,0,2,51058,290587,9,0,4,2,1,8,0,100,0,1,2017,703,0,2017,6,28,2019,6,1,9,15,6,28
147,2,1,1,1.0,1,0,2,51147,237664,5,1,5,2,1,8,0,100,0,1,2017,365,0,2017,7,6,2018,7,6,12,29,7,6
148,2,1,1,1.0,1,0,2,297091,290897,6,0,8,3,1,13,0,100,0,1,2017,723,0,2017,7,8,2019,7,1,12,25,7,8
149,2,1,1,1.0,1,0,2,297102,257002,3,1,4,2,1,4,0,0,0,1,2017,0,0,2017,7,9,2017,7,9,10,20,7,9
150,2,1,1,1.0,1,0,2,51215,291004,4,0,11,3,1,8,0,0,0,1,2017,719,0,2017,7,12,2019,7,1,12,25,7,12
151,2,1,1,1.0,1,0,2,24195,291072,6,0,6,2,1,8,0,100,0,1,2017,718,0,2017,7,13,2019,7,1,8,16,7,13
152,4,3,2,1.0,1,0,0,55222,52043,9,1,5,3,1,8,3,0,0,1,2017,0,0,2016,12,1,2016,12,1,8,15,11,30
153,4,2,2,2.0,2,0,0,55222,52043,9,1,5,3,1,8,3,0,0,1,2017,0,1,2016,12,1,2016,12,1,8,1,11,30
154,4,1,2,3.0,3,0,0,55222,52043,9,1,5,3,1,8,3,0,0,1,2017,0,1,2016,12,1,2016,12,1,8,1,11,30
155,4,1,3,1.0,1,0,0,56100,52906,7,1,8,3,1,13,3,100,0,1,2017,0,0,2016,12,9,2016,12,9,12,18,12,8
156,4,1,3,1.0,1,0,0,92626,84591,7,1,7,3,1,13,3,0,0,1,2017,0,0,2017,2,27,2017,2,27,10,3,2,26
157,4,1,2,1.0,1,0,2,92641,84606,3,1,5,2,1,8,3,0,0,1,2017,306,0,2017,3,1,2018,1,1,12,26,2,28
158,4,1,2,1.0,1,0,2,92740,84699,4,0,5,2,1,8,3,0,0,1,2017,723,0,2017,3,8,2019,3,1,6,29,3,7
159,4,1,2,1.0,1,0,2,92774,84730,8,1,7,2,1,8,3,0,0,1,2017,0,0,2017,3,10,2017,3,10,3,21,3,9
160,4,1,2,1.0,1,0,2,92776,84732,1,0,4,2,1,8,3,100,0,1,2017,720,0,2017,3,11,2019,3,1,4,3,3,10
161,4,2,3,1.0,1,0,2,92825,84776,2,0,6,2,1,8,3,100,0,1,2017,716,0,2017,3,15,2019,3,1,12,28,3,14
162,4,1,3,2.0,2,0,2,92825,84776,2,0,6,2,1,8,3,0,0,1,2017,716,1,2017,3,15,2019,3,1,5,3,3,14
163,4,1,2,1.0,1,0,0,92937,84883,4,1,5,2,1,8,3,0,0,1,2017,0,0,2017,3,24,2017,3,24,10,10,3,23
164,4,1,2,1.0,1,0,2,92987,84921,7,0,8,2,1,8,3,0,0,1,2017,702,0,2017,3,29,2019,3,1,12,19,3,28
165,4,2,2,1.0,2,0,2,92987,84921,7,0,8,2,1,8,3,100,0,1,2018,702,1,2017,3,29,2019,3,1,1,11,3,28
166,4,1,2,1.0,1,0,2,93100,85025,3,0,6,2,1,8,3,0,0,1,2017,724,0,2017,4,7,2019,4,1,8,14,4,6
167,4,2,2,1.0,1,0,2,93199,85115,3,1,5,2,1,8,3,0,0,1,2018,0,0,2017,4,14,2017,4,14,1,9,4,13
168,4,1,2,1.0,2,0,2,93199,85115,3,1,5,2,1,8,3,0,0,1,2017,0,1,2017,4,14,2017,4,14,6,29,4,13
169,4,1,2,1.0,1,0,2,93215,85130,4,0,7,2,1,8,3,0,0,1,2017,716,0,2017,4,15,2019,4,1,9,13,4,14
170,4,1,2,1.0,1,0,2,93410,85311,3,0,5,2,1,8,3,0,0,1,2017,730,0,2017,5,1,2019,5,1,11,9,4,30
171,4,1,2,1.0,1,0,2,93921,85786,1,0,6,2,1,8,3,50,0,1,2017,723,0,2017,6,8,2019,6,1,7,10,6,7
172,4,1,2,1.0,1,0,2,94036,83563,4,1,5,3,1,8,3,0,0,1,2017,0,0,2017,6,15,2017,6,15,9,4,6,14
173,4,1,2,1.0,1,0,2,94038,85890,5,1,4,2,1,8,3,100,0,1,2017,716,0,2017,6,15,2019,6,1,12,21,6,14
174,4,1,2,1.0,1,0,2,94480,86287,4,1,11,3,1,8,3,0,0,1,2018,718,0,2017,7,13,2019,7,1,1,5,7,12
175,4,1,2,1.0,1,0,2,94612,62781,3,1,5,3,1,13,3,0,0,1,2017,0,0,2017,7,23,2017,7,23,10,31,7,22
176,4,1,3,1.0,1,0,2,94627,86420,7,1,6,3,1,13,3,0,0,1,2017,1437,0,2015,7,25,2019,7,1,11,27,7,24
177,4,1,2,1.0,1,0,2,94905,86675,1,1,5,2,1,8,3,0,0,1,2017,0,0,2017,8,17,2017,8,17,10,23,8,16
178,4,1,2,1.0,1,0,2,94907,86677,1,1,5,2,1,8,3,0,0,1,2017,0,0,2017,8,17,2017,8,17,12,21,8,16
179,4,1,2,1.0,1,0,2,95055,86819,4,1,5,2,1,8,3,0,0,1,2017,0,0,2017,8,28,2017,8,28,10,24,8,27
180,9,1,2,1.0,1,0,2,296165,289124,4,1,5,2,1,8,2,0,0,1,2017,685,0,2017,11,15,2019,10,1,12,29,11,15
181,2,1,1,1.0,1,0,2,296321,54628,7,0,5,2,1,8,0,100,0,1,2018,716,0,2017,5,15,2019,5,1,2,19,5,15
182,2,1,1,1.0,1,0,2,50515,289386,8,1,6,3,1,8,0,0,0,1,2017,365,0,2017,5,16,2018,5,16,7,11,5,16
183,2,1,1,1.0,1,0,2,296710,290102,4,1,7,2,1,8,0,100,0,1,2017,365,0,2017,6,9,2018,6,9,12,13,6,9
184,2,1,1,1.0,1,0,2,296753,290188,4,0,4,3,1,8,0,100,0,1,2017,718,0,2017,6,13,2019,6,1,7,10,6,13
185,2,1,1,1.0,1,0,2,51102,290683,8,1,5,3,1,8,0,100,0,1,2017,365,0,2017,7,1,2018,7,1,12,19,7,1
